Year,Region,Temperature (°C),Rainfall (mm),Humidity (%),Soil pH,N (kg/ha),P (kg/ha),K (kg/ha),Yield (kg/ha)
2003,Tumkur,27.785325403678335,1123.5786699908704,89.41430439098957,7.214807360022382,186.28234827116034,46.86894030807343,203.37664561792363,332.8283703129478
2007,Mysore,34.68894937106774,1011.1176252121464,64.72672001024377,7.100500909186024,155.0106730069164,48.52713117854849,180.41746965444233,293.223909654575
2023,Mysore,30.445436487995458,1228.9604004952917,71.06900065895155,7.276418830577684,122.93406272512091,69.048999247486,201.78377394026649,350.5220954437263
2002,Tumkur,30.079642068905766,830.1015158112003,83.93177063900873,6.169532683758255,154.17011064986184,68.88407001358954,224.6660908714739,262.41194455598793
2021,Mysore,23.61022384588828,885.2364643196958,71.09711244435454,6.515141241905324,171.29446851569548,95.19842603710414,205.8692464253299,266.2593871027803
2020,Hasan,31.154037763409264,1405.6335677744767,62.97813686472671,7.059182192015088,165.35753394149114,44.41196390037538,191.8871839223563,434.41155681459077
2001,Mysore,31.25407744207658,1196.418135063373,70.9500390767412,6.028899901518197,124.30167629707358,97.43434990940193,234.4922063927097,371.7337449290994
2023,Hasan,24.75933475663858,1298.438173583859,54.563452417563894,6.243162875703402,104.10782280041185,52.98341430046054,178.7442879794752,375.60509720679994
2011,Hasan,27.255707485860697,1389.3804830951071,55.200278209310795,7.162311309112024,125.24807603905997,98.20922855829,198.148692792446,401.1401607529385
2005,Hasan,24.419049994106842,1124.6840400650365,77.76430128922675,7.040171299240966,198.40420712537195,72.47944592815695,247.81472706382004,335.41897990856626
2001,Hasan,23.8805760548643,1332.7422687772332,86.69842629038982,7.4423991358321775,118.44662403904492,79.12076475586181,246.73216285226897,407.8849672441722
2020,Hasan,20.388441053742277,1167.2099053514671,79.02712533954073,7.491948117029301,146.43717584908936,58.94372635963883,150.6284616660992,346.49468311774007
2000,Mysore,24.27817616979998,955.9241391915928,52.98452962629429,5.981489093942758,163.83457993575598,76.70943706597572,203.22334089322533,274.10477347987757
2011,Hasan,28.30954924817412,1036.3593181606577,66.11582444124022,7.300899972347347,187.94731850495424,82.64978679396387,183.69192588751594,332.3358606209232
2021,Mysore,20.02401781323543,1143.2453087389626,50.10214353072255,5.689031002700139,176.02586375302076,40.62221003753833,179.122386974676,346.4623777192026
2011,Hasan,24.24828625714501,1021.8198865205895,70.44826973302531,6.919600417928111,190.8953105560603,42.05370551090224,209.62521786086805,318.04346268809786
2024,Tumkur,33.22115498484875,1034.8693839449288,57.728179395274054,5.940198775351102,160.4383693578485,99.18862071629795,194.63043231941845,316.61631631123294
2016,Hasan,28.904728776610412,1036.1749818741364,84.72586594914627,6.100622313845125,186.53188081278097,67.45342629356892,223.28420815506414,319.12825888660427
2009,Tumkur,29.11794236121471,885.987985199973,54.1734021147633,7.392642355329084,126.38429971392094,96.14905152619328,152.7134190362163,252.30460932579643
2015,Hasan,26.0504645753953,859.249825048576,50.05733594588121,6.026302473468424,143.05648421698646,83.79385700900012,242.68908465642465,271.2544880940761
2014,Hasan,30.147082152386165,832.5472277839131,68.04584172455041,6.846355738321261,184.37724743492743,62.37809847804312,206.75932921278502,257.5243330958206
2014,Hasan,22.848991493455387,877.6693827240357,56.21733215702957,5.856257015726513,132.55636677778546,49.05052027951179,218.40667022149745,279.1016544402984
2018,Tumkur,32.28120215576288,1040.5949644949326,79.51945529100647,5.686779955140976,187.1222144238395,98.68910398301271,210.45864747118083,319.2980437832147
2011,Tumkur,21.750336799038497,1215.7102640481398,86.7973892712558,6.178634050687728,136.3115067888338,75.06977542590323,248.91316063096303,386.26162312138297
2022,Hasan,29.84002031979664,931.7028490465863,51.67752057210269,6.748392201578962,136.33947037233423,51.54139740210999,248.62984412963812,286.07257305553657
2019,Mysore,25.117239887295245,1421.6061922018466,65.82328447664386,5.995890287508162,130.90329147911444,80.89917881768483,210.9891435005298,437.6467227343752
2024,Hasan,31.21269455873715,1365.8677018676146,89.87259904283799,6.100337597343348,154.69430836375687,45.52291058982027,218.39632948230906,410.7283941204043
2002,Tumkur,28.2464682689903,1164.3689789664145,79.30687880002674,6.91745963721291,112.906873889872,92.08223678440957,211.85698453701755,343.820614619935
2004,Hasan,26.785295577180744,1306.946881569352,88.12750574823228,5.705592045962738,103.66026518480193,45.408240835320335,181.06809239395864,405.43880653126195
2018,Tumkur,22.541336031398703,1056.429967289131,56.56333140864622,6.393810183607015,189.74129799709908,54.17166149747014,169.2613556472936,292.330346861071
2006,Tumkur,29.552321964265293,825.7444549131629,58.85474237967814,7.383469059764448,192.8938254573792,45.48584832564252,190.27631518135496,224.33584810827332
2020,Tumkur,34.621547651306194,1433.0329932727777,56.19244962387304,6.29394332482845,107.61706618919249,46.22723301096795,218.27568223016112,437.32693436395675
2008,Hasan,32.384051373605224,889.4554417804754,62.09476135103753,6.368402055954879,154.96975549614928,71.43004921955097,155.59773543124024,275.58658935800554
2006,Tumkur,20.900122888835178,1463.556142465756,78.97536273316207,6.976408607214578,153.96821597551812,81.21938815356353,201.43052068109944,431.7582814494925
2017,Tumkur,25.643440675417867,1200.3178117862772,56.59786643032753,7.058023044065694,137.24306804176175,87.30890700075722,190.83973274063896,347.7155223803122
2003,Hasan,33.88374513785408,1013.894142715001,70.96936151533154,7.0392127795610495,156.890482050461,81.7033173761256,202.74848412856187,318.560049133402
2024,Tumkur,27.545656213355322,1146.8672363182914,60.768396764575925,7.495734049827144,145.81193457280648,61.80938872216426,236.02266330915478,348.2621495426673
2013,Hasan,29.93167738712269,1151.1408662461658,83.16783116547661,5.642902174974115,148.96350142045546,73.43726722282318,154.76101375570582,354.8314179453018
2017,Tumkur,33.68899018387086,816.3009556098074,50.26369621355756,7.464506569265999,175.53368230872337,95.65984446569384,226.36240493617018,234.61577600593083
2008,Mysore,33.10692035629821,1048.821896318897,58.92459834154667,7.400379233994798,152.59602673341172,63.254596945243335,216.69098919336267,326.9863863753976
2020,Mysore,27.527305633107666,1317.9060596800423,74.20963030288728,7.204277800519116,132.36580928053257,55.14426214168742,170.38479809731209,374.8544732014987
2001,Tumkur,26.564694539864032,1157.0484322654956,53.868420078953704,6.408251151704084,158.14561120889556,71.15916133365522,223.41836695281026,359.1199750446706
2019,Mysore,25.095389277193807,970.961081906709,68.65248863783958,7.241804743267849,164.07539970761258,57.84011271052588,199.63719468789577,299.3073218901799
2014,Hasan,30.785291647443366,1034.5769020258608,67.44829185929478,5.94166482461219,166.23113439993648,55.709023117712555,198.10247956777448,321.7756525046267
2006,Mysore,24.30480199207315,1404.1380751811644,84.10092027287055,7.083311670775661,161.83066509769725,86.72819807519579,198.30705149466917,418.1804921800008
2011,Tumkur,23.748314096463503,1167.8847691051608,75.01588772667253,5.870476606242108,166.46027647428,93.45015144385215,244.92340622512762,352.87945122731026
2007,Tumkur,25.343748419056702,1169.8464857858653,75.5880824863641,7.130724006942359,131.00927836672582,70.1390009649371,244.43645063367927,352.6184275286969
2014,Hasan,22.658225853181882,1473.027221335707,88.07230407156663,6.729058266528114,144.61339130792973,86.7869729180415,241.36080466852673,436.2088652053278
2002,Tumkur,30.42679723918651,1024.6169793256504,89.294415012935,5.696062559027051,166.87061692543477,51.22536557183447,238.6742073545094,332.24152654333597
2013,Hasan,29.243609739959183,1135.6787875743598,76.13578928611355,7.290639110714451,175.43685416046458,72.85858078215087,153.7588091571068,317.59402549308476
2016,Mysore,27.243178011737655,1368.1995184045836,70.88005800608217,6.655914390910489,143.41461286582287,78.17199656233996,190.05949271121426,396.0952206696869
2003,Mysore,25.85488668892332,1331.2385742209208,74.3168023385952,6.81249655627423,136.5332843516945,69.43985006900633,239.48770635256543,404.8984398276026
2017,Hasan,33.63593814345097,986.0595953500708,65.29774820216642,6.0670200713032205,171.58826551728583,47.01281298089177,225.51265556609252,317.8332274509001
2007,Hasan,20.436856774836578,905.7637333237701,89.4982646784031,7.243271007845613,122.21731798353397,84.04601390914465,195.66598023284038,264.7641368794404
2003,Tumkur,31.53661615260949,1290.4932033311577,78.20085037987435,6.5904014703071265,100.94921955359986,90.34469063136996,227.3253037217166,405.02145369829356
2001,Mysore,33.528643576233335,980.3593237650364,61.64027177516658,6.342240568583007,147.11660024504428,78.11357529888753,170.81858258136208,293.7728263247473
2005,Hasan,26.69531869144889,1445.8730799669688,52.31065195888274,6.568563490456635,117.33731548263408,50.149660097009644,209.97992454427936,451.4096920965012
2021,Mysore,28.2603573720597,890.4733857924582,51.78887716607871,6.906626162935553,137.82827590363422,44.473146390912575,203.29982818916605,247.81582947258067
2009,Hasan,34.16695531823057,1022.8206400943436,58.196519221061564,6.89009575139854,129.1234150263316,58.09623449046873,207.35470220107425,298.99595818484386
2003,Mysore,23.184162729282715,838.3510728474396,59.316522170124465,6.215154201915626,177.72618885141225,42.219406711025165,222.17954199464543,270.53442477096235
2021,Tumkur,27.802022716770274,1292.3137148043647,66.60181975815601,6.270516560212521,133.140849939983,90.35314062717603,244.98020912480771,396.4745383724572
2017,Mysore,27.120816906923196,1423.8838542407789,58.59384046545016,6.6244763856768545,164.06757913893227,82.18362640421256,176.40117679469773,437.96114162232703
2011,Mysore,23.87588971805555,1245.1121691317048,75.23641723446978,7.348814241433976,167.39125965993213,73.82131966003776,225.80507753666296,360.51170928303844
2001,Mysore,32.27889845559662,1456.4271108580385,58.45018923242327,6.990860533931951,145.64542855523553,93.37795020902391,214.51409688105457,430.6777037758252
2009,Mysore,33.49400892144854,889.9527849508468,57.515061557645836,6.280829970731113,108.10779355289117,46.605609986204264,219.51450674263296,275.83009486123814
2003,Mysore,31.728988696823134,861.4137490838892,68.8494797120148,6.174065253103523,170.03650860754058,82.867584992562,192.891966501004,256.5203271949875
2013,Tumkur,22.930384412729126,1386.8889118171596,85.54674397295275,6.547273348274629,107.51679146753676,48.7979324159905,244.4578596263393,407.11299305316817
2015,Hasan,21.301229532520722,1398.8578227705552,68.73221949514537,7.239982737829189,109.9212959700702,43.65552560612109,197.96562499875967,405.69634078586876
2014,Mysore,29.081667279580135,1381.7276689749897,66.55394978288669,5.51735848319175,119.59973687748888,47.97427044228193,162.15917893991198,433.34740820685374
2007,Tumkur,20.85642140764826,1359.275431773622,73.12379629838836,6.920972136579128,128.0375797788158,97.05640544251708,218.0692980551589,411.61409558643874
2013,Mysore,30.092388328371264,1053.559854757062,60.28854715006514,6.089024510875534,184.64517003210483,66.42600307948234,162.8869113762522,321.594787274911
2022,Mysore,27.956363304908642,952.2234585139714,64.13746217961737,5.916794960432339,167.4921777104497,42.939741773370116,182.26750012143293,294.22066475681356
2024,Hasan,29.94178599115495,1450.1628139984532,58.55341022668522,5.524275993633518,138.72127884167602,75.01807889529002,172.80056773578127,427.7424442409243
2007,Mysore,28.85256160474616,1014.9001279938338,72.87239978430735,7.293181241250954,197.86274511607533,51.98284396795387,203.89343938906222,300.11450425980644
2020,Tumkur,26.34053854290759,1078.8853775148225,77.8955024627686,7.324496940012882,124.36025422831457,40.41018461558601,184.75038832282482,318.5313255403094
2015,Tumkur,23.013157702103424,1289.6912716161432,76.94794563962287,5.6228348832876405,160.98143873842542,85.50314766664057,165.9853236836751,401.1932019708934
2012,Hasan,24.58553203715733,1005.3492559957913,60.19271271859047,6.543630646102721,184.72141089530825,49.291784735191854,229.0814364417703,312.9259833038578
2017,Mysore,27.86750861328465,1373.391155092701,81.18592822991869,5.8051489173472195,180.20225779567852,96.54918834159257,196.84916204381273,438.5117463285555
2014,Tumkur,29.77802140471409,849.0242365422469,60.23814660999721,7.017375109296548,109.03077485656267,75.56799212719437,195.44490395884293,251.7395284244618
2020,Mysore,31.692245253267927,1353.8278671722542,56.01246205071052,6.830782943532293,169.7274223674543,45.21974935243841,238.63629534042013,385.10732289825023
2023,Mysore,31.507560776735914,1221.295925832463,63.992349947487774,6.094261625910288,125.78637555526919,53.06946572032977,203.882436044413,375.63686406287724
2024,Mysore,34.59033114891628,1201.095550879515,73.90976356683532,5.733920562080731,135.57334780654668,76.65067823559065,220.98960958650235,373.5214305962706
2012,Hasan,24.28762172995114,1120.8639273970625,55.68007275217592,7.162441325614777,148.89919823111654,60.286763682908614,182.80654276362543,323.2479284331495
2008,Mysore,21.066660623201553,993.9319173983956,75.92348448433825,6.848504958569702,179.07501660653935,71.92858306294558,206.12894904699115,297.40508444945397
2014,Tumkur,25.18485403312789,1124.8491998018658,84.52271985013964,5.513639890005106,116.62014426690473,87.97072279578221,222.64146863060654,357.45633727173566
2012,Mysore,31.14941712836115,1115.019958413081,61.72562041032282,6.755743561872211,110.85552350396168,87.5560904942532,179.64720033147333,317.9759490926233
2000,Tumkur,26.571674765499427,1208.6279321481488,68.00826464460478,7.120592055392692,115.34412450436446,81.87920823898375,218.85341486961613,342.71845693485693
2024,Mysore,32.266826458841294,997.1020000988711,59.13241702500713,6.681536119152966,121.82235355919832,93.16325836779916,206.87631638451322,290.08046622485864
2006,Tumkur,28.239895477790224,854.3169073833043,64.45046916281579,6.349427353353439,105.95018538110291,51.96164149467378,193.41931631724202,264.1393383854831
2008,Tumkur,33.94687583945755,901.5626126473968,50.8788228321003,6.66783675708463,192.63564695700774,50.634489313060854,221.29695616466125,273.02459353641166
2023,Mysore,34.21795162998603,1289.4242020231009,88.15077584851309,6.739424113494694,131.90834070887485,87.96097097520584,181.69043698244684,399.38305516997104
2000,Mysore,21.03956759028123,815.7446307448784,66.63560852848781,6.780069247884262,117.69756298664205,59.25336077366894,221.45027467002217,245.4091124213781
2011,Tumkur,26.846201595686367,1399.5101312518009,81.55480439272321,7.434090107808727,163.78342036820703,70.73094478674687,205.11140740446504,423.1764708908466
2007,Hasan,29.14533591874352,1286.0781292359393,55.70573749426038,5.857295575116717,178.6996118766629,84.63712892317274,174.56038551241522,402.02094878699165
2023,Mysore,23.838088112183193,1337.6605789154014,82.49420176401595,6.746186254627812,175.32341656014168,63.75594155766087,216.8275466974032,402.6221460406391
2010,Hasan,26.106151690684705,1385.1891143654325,84.40589243848804,5.875986639259369,171.87071927870923,47.809738011652804,238.4764394037424,439.2349313903076
2018,Mysore,30.165223116765475,885.8973107511268,78.61908514750716,5.919913440498023,105.0529975437967,80.7674321072375,181.0013993205331,277.87705709398324
2016,Mysore,23.40101340347542,1375.7157636790464,86.12833299933621,6.838515767414734,178.2159519220446,89.02956321087744,231.23318850233966,407.2418475097094
2007,Mysore,29.029720294616787,1153.2497063613396,56.68788517872545,7.331908169943966,150.1878641251858,40.76783701485215,183.61303564068564,336.5592383714251
2002,Mysore,30.46171742246459,1419.866687127238,69.0592731515448,5.818088494198483,164.90860200315169,73.75312697186467,232.11212384256788,442.40594046381364
2002,Hasan,21.357444666438003,1420.6106207422404,74.80438128064628,7.424931067512852,195.64246245392263,68.16430554385383,155.11510387467885,424.0944977438175
2000,Mysore,27.46293974041179,816.9246306279191,73.84771882789948,6.138744652032458,181.0672538474056,55.57576039163745,150.7215313875639,251.184382074116
2004,Tumkur,23.94620044886286,1068.0056508384773,84.44163738105192,6.282628086913601,182.5372009226005,49.66171402719569,161.3262051268768,323.3927492155692
2009,Tumkur,30.865795339970667,1168.4791571056912,58.62765471891542,5.807361647877675,118.14672188781716,51.282238677466616,237.39428077745401,375.8742960639323
2006,Hasan,22.843332628054107,1274.8520628480314,57.02575330155466,6.731672211703301,147.64171263230645,83.49839105348266,203.37218530596573,387.49470930850015
2008,Mysore,33.3835687330716,1000.3303726788938,60.135143794318054,6.692840989247935,194.93254850103557,72.17170804861718,209.41012950852974,309.94737484913094
2006,Tumkur,26.464120047774905,976.4995824652566,85.66200197651483,6.384539486205298,158.26852520707055,98.86926288009674,234.2205468360924,297.41926896298077
2008,Hasan,22.970045454613302,1066.8860033623332,87.64108330630299,6.4521827797686715,110.25863697642383,54.59384789512921,155.06458051416345,317.75506478822126
2007,Mysore,26.57032694525494,1150.6570842249262,72.78520417079989,6.745951751573782,173.1819824885241,97.41425060726479,188.71070425851346,342.97799961678487
2011,Tumkur,26.131156442127917,1465.8023619837893,70.05487738282079,6.666993069928717,104.29268471050499,70.9065735603024,214.30903594490582,422.56907955265837
2001,Tumkur,26.433784392405656,1333.475926688206,74.21542432050626,6.248526763296823,174.22972670037387,48.76158265893986,190.46801643568782,402.8972585749485
2000,Hasan,28.783419402461703,1100.5248168563937,74.65230599386777,7.268228770599733,187.97726271226475,48.89074256195759,153.2130200647457,322.35796436879315
2015,Mysore,27.817605873703062,838.0563249081287,56.81218819773983,6.8353210462547125,142.52501406133348,76.51407942940946,215.0943654168989,262.04543882523865
2022,Mysore,22.24665697521354,917.9644145006315,77.4564352649252,5.910812661199618,141.36128629850873,89.88536479791355,189.1401294572799,294.66958131852016
2022,Tumkur,20.983686089699546,1119.1470970235919,68.09404409393701,6.139805987011455,130.42113772547265,84.86269151521086,151.92090016385603,341.8691555882701
2023,Tumkur,30.94123173089811,1369.678130069093,70.69527835392181,7.075756203406507,187.6938285103733,79.33764055813599,167.05183836533587,412.2855377293187
2004,Tumkur,28.395761538924702,1066.4868749741408,51.21266417340622,5.709050762040199,154.77846040483868,50.32648374929433,171.75821828339707,324.2411860827084
2002,Mysore,25.385011521188957,1176.9476555215417,80.58226530124122,7.000463997448594,157.92599406346187,46.500400346256335,201.0615838354623,357.9907219421887
2011,Hasan,32.125367337471104,1424.2634202595714,83.41711845071526,6.217684882291591,166.17073908499546,40.01488142250865,168.63749010334016,441.76321746458586
2007,Hasan,25.820877113914356,1439.6573815986403,74.77686215738186,6.603382092216871,130.02309475628772,46.10763167403617,186.13272724259747,433.52007590424546
2021,Mysore,31.939476344009115,951.0424975098825,79.9489454118665,6.061116234345679,143.27863113504117,85.98199644900305,225.06657635482327,307.17944816886984
2002,Hasan,24.58634191268562,830.5164452548161,70.90824012688408,7.472913143640856,174.16057622062988,93.71490495934225,230.77198893210596,250.08672853644302
2000,Tumkur,21.092679463177998,1013.7873716800605,74.73413515914223,7.311680584284608,198.54869685389855,54.42102753132511,229.54129807355764,301.9419459469714
2002,Hasan,33.98959540699894,1287.061620378046,65.78286793852955,7.3568996738885035,103.43055400645302,87.69365442700516,219.5082850405422,361.5604993992109
2004,Hasan,25.918266939220597,1465.7785406833864,81.67497060250051,5.869551035955033,104.26484979465674,51.930925936478864,204.18123146047998,442.96921977763077
2014,Hasan,31.89038859274067,853.9223999888798,68.73083721057971,7.18338019192353,142.80824819829283,54.95630100149209,205.06302942753013,247.09091322563717
2013,Tumkur,24.187161998334567,819.93866738449,77.2085161767553,6.57079420204818,165.96218348096133,53.44948566353216,245.33875597006875,255.25876614712755
2002,Mysore,29.695476681854842,1418.9030490900054,74.85717514478019,6.915718400547277,138.6364624835317,43.103794542950276,237.7868746080208,421.5220150188301
2000,Tumkur,33.099663098865925,1323.7016883721988,78.09258073542999,5.935008133480893,199.96386539651792,51.64367608600989,214.9784119668827,417.9603109962998
2004,Mysore,20.624660335099705,1494.5740054089028,81.40863500500893,6.923969291958432,119.53592580861358,62.41260067643856,196.84949437856727,424.9603319915718
2022,Mysore,32.45953647029134,1077.7550170259572,70.5085392637198,7.328534489144593,100.79254580074274,64.3281829232974,222.90704157619967,309.5373464011877
2013,Mysore,28.56999507457893,1091.2356335957386,82.52263797022675,6.0349627716976,119.01293623127691,58.56798483358975,156.27158975101375,324.04435132442705
2006,Hasan,29.112076308628538,920.6182861082148,69.89028949086436,5.966719703099013,188.68423751013012,70.88351713863202,244.46081966616316,284.95587468996115
2008,Hasan,27.84737001208974,881.0930068181369,88.26537291455747,5.708829096946955,114.51489928684646,62.679893949989406,204.75794956046894,308.19077397098033
2014,Mysore,33.117126549254635,1205.1026074131667,80.10686994459178,6.033613350623322,147.89747803066408,98.22187877044513,200.27904542095192,358.12168620987336
2014,Mysore,20.651500358534562,1054.9995009063828,56.845665989842566,6.571584523631225,141.9276180721448,88.44102725987588,179.08348265467413,320.1781181470907
2009,Hasan,23.915425873037723,856.2215135616716,83.18337885453725,7.165432582875121,166.5725321291129,95.85864075657531,150.33894947690877,265.0436529498578
2012,Tumkur,33.13643808288733,1420.8909486663238,72.06350643226537,6.057600525315279,105.45955864194529,73.4456167727622,156.1243192425916,425.76030016330685
2018,Mysore,31.285185537979338,938.8495277745332,89.37843831895461,6.742288778138627,165.8750171066226,80.70037772327845,176.30084579833715,293.3580298028518
2006,Tumkur,20.264677402679087,1324.009042902473,78.75276174694109,6.45918139834608,135.47516439823355,50.000582506071666,204.15462587052926,403.5613941248338
2016,Hasan,27.75509424814563,997.5600172826778,53.37562986280764,6.0771580812355435,192.60395590824987,85.16714543422796,158.35803168652183,308.0186723871211
2019,Mysore,27.94359021069012,1369.0333815269594,65.79841710441394,6.5207181623892945,184.8887329585906,54.1582666699164,247.2052008938998,403.60390290010383
2003,Tumkur,26.013232026918658,882.8777889993578,70.69101610693066,5.835924792791754,139.9506248477586,48.749975664050574,191.0960782918927,275.69969073085645
2004,Tumkur,24.460899980929845,1329.250127155233,83.56054412639207,6.7791551196970365,199.28918435178525,42.51156092434969,181.63174742873753,411.9806877242222
2022,Tumkur,30.225872756185133,868.6832117303587,79.1738213731909,5.731325442367702,105.19437526562471,68.33381497611792,202.5196479885928,292.48038739898743
2006,Hasan,23.116856970571305,1112.8410514998604,64.77440282446555,6.961961050286456,178.86322200641908,57.20735557776102,156.49865920479783,314.2173762796286
2012,Hasan,31.984228431075593,1313.8030454197233,76.13730750010515,5.855425356771015,143.38365240273626,99.20363035817132,235.04506735736294,412.8464775933294
2014,Tumkur,32.04555741151208,921.2528668308304,73.07643631593517,7.496318306633744,143.33051445875856,54.99005812094878,196.02771352113461,271.2018859339072
2010,Tumkur,26.22892156359231,999.965492192706,55.042104358096275,7.1473451895208235,117.01337981453426,91.99259681911924,167.83354114359787,289.3267700232818
2003,Hasan,24.253220163644713,1405.3368944645383,59.39434771994402,6.187680607719445,151.4879919972261,58.986326147879666,166.17344294499122,404.65976842848846
2012,Tumkur,24.258172723860696,1419.5835246353522,63.644892508572575,6.352409544578625,108.47184968800852,84.94761113874475,186.0954353738752,436.18020027276225
2006,Tumkur,27.23436985994315,831.4548167169083,57.81933625454012,6.018382042215377,161.65771790003774,79.59047860418232,207.3362813309841,269.25994016424545
2018,Hasan,30.793688371240382,917.6634097470827,56.00535383320102,7.034229122359998,124.15904408538873,73.70701327970093,191.6905857939075,274.27639373370005
2021,Tumkur,25.38303036490788,882.2303581910013,52.32791080521148,6.2614539399155476,172.48580457693703,65.00949660724608,209.67973384105798,265.67438338016143
2001,Tumkur,29.150650181866272,925.7851662559121,84.9241026243572,7.010371019639072,160.73615182565726,80.26630077067557,220.54777449007477,283.19167433081947
2009,Tumkur,25.737266908738917,1479.1314070143908,61.55773671859414,5.536803109360362,174.6405008751446,64.43670101301151,224.84887623402858,457.0804651093419
2012,Hasan,24.56784783727075,1186.1586741533195,61.612824157342644,5.771241919009191,174.97420702342112,72.8860140596392,190.09555595942635,352.6290684730197
2024,Tumkur,20.372892738736912,1127.6786733184488,58.24912549720622,6.229948669405137,119.67090452204411,75.38810421015813,221.7003311557097,346.52522278787956
2020,Hasan,20.05871158603086,1489.1271611648313,69.01589487455531,5.717817066789186,100.06747294865961,56.04131320222744,164.15043532087435,445.6573625507544
2005,Hasan,23.408115167480066,1189.8692909025149,70.5696787168949,6.702255984592481,136.57612593927377,60.38418863832339,201.309620028347,362.45027202741693
2011,Mysore,26.096094302014933,1262.782549141867,58.3312543450032,5.601664197068247,191.90692157965088,41.08300381346819,157.25147168599685,389.14484881656614
2011,Mysore,32.7689175104309,1032.9393822344261,74.34281351454602,7.2195259891786865,157.78993846358344,91.12953960368705,174.4105630296264,301.21829827735473
2019,Tumkur,31.97726364395638,1067.480405156663,78.91999838374997,7.022615997511965,172.75020056250167,85.35898865803809,208.31866894998475,319.1805912284489
2010,Hasan,24.007478938819848,1216.086568666351,64.95360343861807,5.932512958455905,187.9570337523553,51.01182719817534,224.04206855419204,389.9335903743062
2022,Mysore,23.66810664476449,848.8500488003253,73.41806787429755,6.467583812259436,190.6058247724697,61.722907000513516,159.53093633889523,263.2800256583143
2024,Tumkur,23.409831066050412,979.1180202313426,70.09207620657784,6.403626156821841,152.90251573094272,65.26416898054171,170.70698467405768,290.5083183443977
2006,Mysore,25.088560107933006,937.768224622215,57.82193593424409,6.949729230680756,154.0942084912055,60.06272152000528,249.1898214529065,287.88035828315583
2000,Mysore,27.47298079342528,811.1253751980025,79.2004395509831,6.303017800949018,185.09388412331162,87.89456839636537,183.76576434372845,246.84548256719285
2000,Hasan,26.580016580473632,1175.8308893642952,82.05812111296189,5.565870595659692,180.74854352900138,83.52524236692912,178.40407670659795,381.91690585480114
2024,Hasan,23.274097981722406,1192.7369876667153,75.95172462348671,6.047471717699677,169.88585999054453,86.02952380847174,158.5257091512316,352.0427225843592
2024,Mysore,21.95677114915427,1068.7574561260813,62.95584111084205,6.432391610474085,160.44642941163065,94.2478030560612,219.48427653364212,329.2584881326324
2019,Mysore,20.188667187292932,988.1092286253536,87.07169977637204,7.448984432321278,161.721510257856,75.70907535402276,200.82533844214362,291.91173469965236
2012,Hasan,22.309448579997557,1256.4419131962372,68.21433551980498,7.26231733390869,136.2911344623385,76.87205974168327,165.75508778498454,367.12891128474337
2008,Tumkur,30.580345552911773,894.2614129691199,60.63513941540391,5.862812288004381,184.09177474016911,83.31604717883397,213.28982335944073,291.64876853208455
2002,Hasan,23.654578540183742,1163.0305221447338,66.32938483287826,6.946551880981542,161.77797050872607,80.87395567904063,202.57603573610703,359.07013843095046
2006,Mysore,27.029027151822646,1337.651790067434,77.6830036763284,7.373650946029575,122.3528062241531,92.18878110393771,206.49452980658896,394.5922551815639
2005,Tumkur,28.86951723384867,915.0085887667306,83.83727142636997,5.517585226070517,123.98432785095383,86.21189235067268,249.4854805569749,276.58287245754394
